# Verification for (n=10, k=11 outputs)
# Strategy: opt1
# Transform: z = Mx + b (m=10)
# Tests: 5000

# x  f(x)  g(z)  (hex, 2 bytes)
0000  0041  0041
01ac  01c0  01c0
01c1  01c0  01c0
01d6  01c0  01c0
01eb  01c0  01c0
0200  01c0  01c0
0215  01c0  01c0
022a  030d  030d
023f  01c0  01c0
0254  01c0  01c0
0269  01a2  01a2
027e  0180  0180
0293  01c0  01c0
02a8  01c0  01c0
02bd  01c0  01c0
02d2  01c0  01c0
02e7  01c0  01c0
02fc  01c0  01c0
0311  01c0  01c0
0326  0188  0188
033b  01c0  01c0
0350  0282  0282
0365  0193  0193
037a  0180  0180
038f  01c0  01c0
03a4  01c0  01c0
03b9  01c0  01c0
03ce  01c0  01c0
03e3  01c0  01c0
03f8  01c0  01c0
000d  040f  040f
0022  0187  0187
0037  01c0  01c0
004c  0248  0248
0061  0180  0180
0076  0180  0180
008b  01c0  01c0
00a0  01c0  01c0
00b5  01c0  01c0
00ca  01c0  01c0
00df  01c0  01c0
00f4  01c0  01c0
0109  038e  038e
011e  01c0  01c0
0133  01c0  01c0
0148  01ce  01ce
015d  01c0  01c0
0172  0180  0180
0187  01c0  01c0
019c  01c0  01c0
01b1  01c0  01c0
01c6  01c0  01c0
01db  01c0  01c0
01f0  01c0  01c0
0205  0245  0245
021a  01c0  01c0
022f  038a  038a
0244  014b  014b
0259  01c0  01c0
026e  01b6  01b6
0283  01c2  01c2
0298  01c0  01c0
02ad  01c0  01c0
02c2  01c0  01c0
02d7  01c0  01c0
02ec  01c0  01c0
0301  01c0  01c0
0316  01c0  01c0
032b  02c8  02c8
0340  01c0  01c0
0355  01c0  01c0
036a  01a7  01a7
037f  0180  0180
0394  01c0  01c0
03a9  01c0  01c0
03be  01c0  01c0
03d3  01c0  01c0
03e8  01c0  01c0
03fd  01c0  01c0
0012  01c0  01c0
0027  02cf  02cf
003c  01c0  01c0
0051  01c0  01c0
0066  0194  0194
007b  0180  0180
0090  01c0  01c0
00a5  01c0  01c0
00ba  01c0  01c0
00cf  01c0  01c0
00e4  01c0  01c0
00f9  01c0  01c0
010e  040e  040e
0123  018a  018a
0138  01c0  01c0
014d  0247  0247
0162  0185  0185
0177  0180  0180
018c  01c0  01c0
01a1  01c0  01c0
01b6  01c0  01c0
01cb  01c0  01c0
01e0  01c0  01c0
01f5  01c0  01c0
020a  038d  038d
021f  01c0  01c0
0234  01c0  01c0
0249  01ca  01ca
025e  01c0  01c0
0273  0180  0180
0288  01c0  01c0
029d  01c0  01c0
02b2  01c0  01c0
02c7  01c0  01c0
02dc  01c0  01c0
02f1  01c0  01c0
0306  0204  0204
031b  01c0  01c0
0330  0384  0384
0345  010a  010a
035a  01c0  01c0
036f  01bb  01bb
0384  01c0  01c0
0399  01c0  01c0
03ae  01c0  01c0
03c3  01c0  01c0
03d8  01c0  01c0
03ed  01c0  01c0
0002  0207  0207
0017  01c0  01c0
002c  034f  034f
0041  018f  018f
0056  01c0  01c0
006b  01a8  01a8
0080  0081  0081
0095  01c0  01c0
00aa  01c0  01c0
00bf  01c0  01c0
00d4  01c0  01c0
00e9  01c0  01c0
00fe  01c0  01c0
0113  01c0  01c0
0128  02ce  02ce
013d  01c0  01c0
0152  01c0  01c0
0167  0199  0199
017c  0180  0180
0191  01c0  01c0
01a6  01c0  01c0
01bb  01c0  01c0
01d0  01c0  01c0
01e5  01c0  01c0
01fa  01c0  01c0
020f  0409  0409
0224  0185  0185
0239  01c0  01c0
024e  028b  028b
0263  018a  018a
0278  0180  0180
028d  01c0  01c0
02a2  01c0  01c0
02b7  01c0  01c0
02cc  01c0  01c0
02e1  01c0  01c0
02f6  01c0  01c0
030b  038c  038c
0320  01c0  01c0
0335  01c0  01c0
034a  01cc  01cc
035f  01c0  01c0
0374  0180  0180
0389  01c0  01c0
039e  01c0  01c0
03b3  01c0  01c0
03c8  01c0  01c0
03dd  01c0  01c0
03f2  01c0  01c0
0007  034b  034b
001c  01c0  01c0
0031  01c0  01c0
0046  01c9  01c9
005b  01c0  01c0
0070  01bc  01bc
0085  01c0  01c0
009a  01c0  01c0
00af  01c0  01c0
00c4  01c0  01c0
00d9  01c0  01c0
00ee  01c0  01c0
0103  0206  0206
0118  01c0  01c0
012d  034a  034a
0142  014f  014f
0157  01c0  01c0
016c  01ad  01ad
0181  0041  0041
0196  01c0  01c0
01ab  01c0  01c0
01c0  01c0  01c0
01d5  01c0  01c0
01ea  01c0  01c0
01ff  01c0  01c0
0214  01c0  01c0
0229  02c9  02c9
023e  01c0  01c0
0253  01c0  01c0
0268  019e  019e
027d  0180  0180
0292  01c0  01c0
02a7  01c0  01c0
02bc  01c0  01c0
02d1  01c0  01c0
02e6  01c0  01c0
02fb  01c0  01c0
0310  0408  0408
0325  0146  0146
033a  01c0  01c0
034f  0286  0286
0364  018f  018f
0379  0180  0180
038e  01c0  01c0
03a3  01c0  01c0
03b8  01c0  01c0
03cd  01c0  01c0
03e2  01c0  01c0
03f7  01c0  01c0
000c  03cb  03cb
0021  018b  018b
0036  01c0  01c0
004b  024b  024b
0060  0183  0183
0075  0180  0180
008a  01c0  01c0
009f  01c0  01c0
00b4  01c0  01c0
00c9  01c0  01c0
00de  01c0  01c0
00f3  01c0  01c0
0108  034a  034a
011d  01c0  01c0
0132  01c0  01c0
0147  018a  018a
015c  01c0  01c0
0171  0180  0180
0186  01c0  01c0
019b  01c0  01c0
01b0  01c0  01c0
01c5  01c0  01c0
01da  01c0  01c0
01ef  01c0  01c0
0204  0205  0205
0219  01c0  01c0
022e  0346  0346
0243  014e  014e
0258  01c0  01c0
026d  01b2  01b2
0282  00c1  00c1
0297  01c0  01c0
02ac  01c0  01c0
02c1  01c0  01c0
02d6  01c0  01c0
02eb  01c0  01c0
0300  01c0  01c0
0315  01c0  01c0
032a  02cc  02cc
033f  01c0  01c0
0354  01c0  01c0
0369  01a3  01a3
037e  0180  0180
0393  01c0  01c0
03a8  01c0  01c0
03bd  01c0  01c0
03d2  01c0  01c0
03e7  01c0  01c0
03fc  01c0  01c0
0011  01c0  01c0
0026  0247  0247
003b  01c0  01c0
0050  0281  0281
0065  0190  0190
007a  0180  0180
008f  01c0  01c0
00a4  01c0  01c0
00b9  01c0  01c0
00ce  01c0  01c0
00e3  01c0  01c0
00f8  01c0  01c0
010d  03c1  03c1
0122  0147  0147
0137  01c0  01c0
014c  024a  024a
0161  0181  0181
0176  0180  0180
018b  01c0  01c0
01a0  01c0  01c0
01b5  01c0  01c0
01ca  01c0  01c0
01df  01c0  01c0
01f4  01c0  01c0
0209  0349  0349
021e  01c0  01c0
0233  01c0  01c0
0248  01cd  01cd
025d  01c0  01c0
0272  0180  0180
0287  01c0  01c0
029c  01c0  01c0
02b1  01c0  01c0
02c6  01c0  01c0
02db  01c0  01c0
02f0  01c0  01c0
0305  01c4  01c4
031a  01c0  01c0
032f  0341  0341
0344  010b  010b
0359  01c0  01c0
036e  01b7  01b7
0383  0185  0185
0398  01c0  01c0
03ad  01c0  01c0
03c2  01c0  01c0
03d7  01c0  01c0
03ec  01c0  01c0
0001  0185  0185
0016  01c0  01c0
002b  0308  0308
0040  010f  010f
0055  01c0  01c0
006a  01a4  01a4
007f  0180  0180
0094  01c0  01c0
00a9  01c0  01c0
00be  01c0  01c0
00d3  01c0  01c0
00e8  01c0  01c0
00fd  01c0  01c0
0112  01c0  01c0
0127  0246  0246
013c  01c0  01c0
0151  01c0  01c0
0166  0195  0195
017b  0180  0180
0190  01c0  01c0
01a5  01c0  01c0
01ba  01c0  01c0
01cf  01c0  01c0
01e4  01c0  01c0
01f9  01c0  01c0
020e  040d  040d
0223  0189  0189
0238  01c0  01c0
024d  0249  0249
0262  0186  0186
0277  0180  0180
028c  01c0  01c0
02a1  01c0  01c0
02b6  01c0  01c0
02cb  01c0  01c0
02e0  01c0  01c0
02f5  01c0  01c0
030a  034c  034c
031f  01c0  01c0
0334  01c0  01c0
0349  018c  018c
035e  01c0  01c0
0373  0180  0180
0388  01c0  01c0
039d  01c0  01c0
03b2  01c0  01c0
03c7  01c0  01c0
03dc  01c0  01c0
03f1  01c0  01c0
0006  034f  034f
001b  01c0  01c0
0030  0387  0387
0045  01cb  01cb
005a  01c0  01c0
006f  01b8  01b8
0084  0182  0182
0099  01c0  01c0
00ae  01c0  01c0
00c3  01c0  01c0
00d8  01c0  01c0
00ed  01c0  01c0
0102  0184  0184
0117  01c0  01c0
012c  034e  034e
0141  010e  010e
0156  01c0  01c0
016b  01a9  01a9
0180  01c0  01c0
0195  01c0  01c0
01aa  01c0  01c0
01bf  01c0  01c0
01d4  01c0  01c0
01e9  01c0  01c0
01fe  01c0  01c0
0213  01c0  01c0
0228  02cd  02cd
023d  01c0  01c0
0252  01c0  01c0
0267  019a  019a
027c  0180  0180
0291  01c0  01c0
02a6  01c0  01c0
02bb  01c0  01c0
02d0  01c0  01c0
02e5  01c0  01c0
02fa  01c0  01c0
030f  040c  040c
0324  0104  0104
0339  01c0  01c0
034e  028a  028a
0363  018b  018b
0378  0180  0180
038d  01c0  01c0
03a2  01c0  01c0
03b7  01c0  01c0
03cc  01c0  01c0
03e1  01c0  01c0
03f6  01c0  01c0
000b  03cf  03cf
0020  0083  0083
0035  01c0  01c0
004a  024f  024f
005f  01c0  01c0
0074  0180  0180
0089  01c0  01c0
009e  01c0  01c0
00b3  01c0  01c0
00c8  01c0  01c0
00dd  01c0  01c0
00f2  01c0  01c0
0107  034e  034e
011c  01c0  01c0
0131  01c0  01c0
0146  018e  018e
015b  01c0  01c0
0170  01bd  01bd
0185  01c0  01c0
019a  01c0  01c0
01af  01c0  01c0
01c4  01c0  01c0
01d9  01c0  01c0
01ee  01c0  01c0
0203  01c5  01c5
0218  01c0  01c0
022d  0349  0349
0242  010d  010d
0257  01c0  01c0
026c  01ae  01ae
0281  01c0  01c0
0296  01c0  01c0
02ab  01c0  01c0
02c0  01c0  01c0
02d5  01c0  01c0
02ea  01c0  01c0
02ff  01c0  01c0
0314  01c0  01c0
0329  0244  0244
033e  01c0  01c0
0353  01c0  01c0
0368  019f  019f
037d  0180  0180
0392  01c0  01c0
03a7  01c0  01c0
03bc  01c0  01c0
03d1  01c0  01c0
03e6  01c0  01c0
03fb  01c0  01c0
0010  0404  0404
0025  0204  0204
003a  01c0  01c0
004f  0285  0285
0064  018c  018c
0079  0180  0180
008e  01c0  01c0
00a3  01c0  01c0
00b8  01c0  01c0
00cd  01c0  01c0
00e2  01c0  01c0
00f7  01c0  01c0
010c  03ca  03ca
0121  0082  0082
0136  01c0  01c0
014b  024e  024e
0160  0180  0180
0175  0180  0180
018a  01c0  01c0
019f  01c0  01c0
01b4  01c0  01c0
01c9  01c0  01c0
01de  01c0  01c0
01f3  01c0  01c0
0208  034d  034d
021d  01c0  01c0
0232  01c0  01c0
0247  0189  0189
025c  01c0  01c0
0271  0180  0180
0286  01c0  01c0
029b  01c0  01c0
02b0  01c0  01c0
02c5  01c0  01c0
02da  01c0  01c0
02ef  01c0  01c0
0304  0183  0183
0319  01c0  01c0
032e  0348  0348
0343  010c  010c
0358  01c0  01c0
036d  01b3  01b3
0382  01c0  01c0
0397  01c0  01c0
03ac  01c0  01c0
03c1  01c0  01c0
03d6  01c0  01c0
03eb  01c0  01c0
0000  0041  0041
0015  01c0  01c0
002a  030b  030b
003f  01c0  01c0
0054  01c0  01c0
0069  01a0  01a0
007e  0180  0180
0093  01c0  01c0
00a8  01c0  01c0
00bd  01c0  01c0
00d2  01c0  01c0
00e7  01c0  01c0
00fc  01c0  01c0
0111  01c0  01c0
0126  0206  0206
013b  01c0  01c0
0150  0284  0284
0165  0191  0191
017a  0180  0180
018f  01c0  01c0
01a4  01c0  01c0
01b9  01c0  01c0
01ce  01c0  01c0
01e3  01c0  01c0
01f8  01c0  01c0
020d  03c9  03c9
0222  00c3  00c3
0237  01c0  01c0
024c  024d  024d
0261  0180  0180
0276  0180  0180
028b  01c0  01c0
02a0  01c0  01c0
02b5  01c0  01c0
02ca  01c0  01c0
02df  01c0  01c0
02f4  01c0  01c0
0309  02c4  02c4
031e  01c0  01c0
0333  01c0  01c0
0348  014d  014d
035d  01c0  01c0
0372  0180  0180
0387  01c0  01c0
039c  01c0  01c0
03b1  01c0  01c0
03c6  01c0  01c0
03db  01c0  01c0
03f0  01c0  01c0
0005  02c7  02c7
001a  01c0  01c0
002f  0389  0389
0044  01cf  01cf
0059  01c0  01c0
006e  01b4  01b4
0083  0183  0183
0098  01c0  01c0
00ad  01c0  01c0
00c2  01c0  01c0
00d7  01c0  01c0
00ec  01c0  01c0
0101  0081  0081
0116  01c0  01c0
012b  030a  030a
0140  01c0  01c0
0155  01c0  01c0
016a  01a5  01a5
017f  0180  0180
0194  01c0  01c0
01a9  01c0  01c0
01be  01c0  01c0
01d3  01c0  01c0
01e8  01c0  01c0
01fd  01c0  01c0
0212  01c0  01c0
0227  0245  0245
023c  01c0  01c0
0251  01c0  01c0
0266  0196  0196
027b  0180  0180
0290  01c0  01c0
02a5  01c0  01c0
02ba  01c0  01c0
02cf  01c0  01c0
02e4  01c0  01c0
02f9  01c0  01c0
030e  03c8  03c8
0323  0105  0105
0338  01c0  01c0
034d  024c  024c
0362  0180  0180
0377  0180  0180
038c  01c0  01c0
03a1  01c0  01c0
03b6  01c0  01c0
03cb  01c0  01c0
03e0  01c0  01c0
03f5  01c0  01c0
000a  038b  038b
001f  01c0  01c0
0034  01c0  01c0
0049  020b  020b
005e  01c0  01c0
0073  0180  0180
0088  01c0  01c0
009d  01c0  01c0
00b2  01c0  01c0
00c7  01c0  01c0
00dc  01c0  01c0
00f1  01c0  01c0
0106  02c6  02c6
011b  01c0  01c0
0130  0386  0386
0145  0148  0148
015a  01c0  01c0
016f  01b9  01b9
0184  0203  0203
0199  01c0  01c0
01ae  01c0  01c0
01c3  01c0  01c0
01d8  01c0  01c0
01ed  01c0  01c0
0202  00c1  00c1
0217  01c0  01c0
022c  034d  034d
0241  01c0  01c0
0256  01c0  01c0
026b  01aa  01aa
0280  01c0  01c0
0295  01c0  01c0
02aa  01c0  01c0
02bf  01c0  01c0
02d4  01c0  01c0
02e9  01c0  01c0
02fe  01c0  01c0
0313  01c0  01c0
0328  01c4  01c4
033d  01c0  01c0
0352  01c0  01c0
0367  019b  019b
037c  0180  0180
0391  01c0  01c0
03a6  01c0  01c0
03bb  01c0  01c0
03d0  01c0  01c0
03e5  01c0  01c0
03fa  01c0  01c0
000f  0407  0407
0024  0207  0207
0039  01c0  01c0
004e  0289  0289
0063  0188  0188
0078  0180  0180
008d  01c0  01c0
00a2  01c0  01c0
00b7  01c0  01c0
00cc  01c0  01c0
00e1  01c0  01c0
00f6  01c0  01c0
010b  03ce  03ce
0120  01c0  01c0
0135  01c0  01c0
014a  020a  020a
015f  01c0  01c0
0174  0180  0180
0189  01c0  01c0
019e  01c0  01c0
01b3  01c0  01c0
01c8  01c0  01c0
01dd  01c0  01c0
01f2  01c0  01c0
0207  02c5  02c5
021c  01c0  01c0
0231  01c0  01c0
0246  018d  018d
025b  01c0  01c0
0270  01be  01be
0285  01c0  01c0
029a  01c0  01c0
02af  01c0  01c0
02c4  01c0  01c0
02d9  01c0  01c0
02ee  01c0  01c0
0303  0143  0143
0318  01c0  01c0
032d  034c  034c
0342  01c0  01c0
0357  01c0  01c0
036c  01af  01af
0381  01c0  01c0
0396  01c0  01c0
03ab  01c0  01c0
03c0  01c0  01c0
03d5  01c0  01c0
03ea  01c0  01c0
03ff  01c0  01c0
0014  01c0  01c0
0029  030f  030f
003e  01c0  01c0
0053  01c0  01c0
0068  019c  019c
007d  0180  0180
0092  01c0  01c0
00a7  01c0  01c0
00bc  01c0  01c0
00d1  01c0  01c0
00e6  01c0  01c0
00fb  01c0  01c0
0110  0406  0406
0125  01c6  01c6
013a  01c0  01c0
014f  0288  0288
0164  018d  018d
0179  0180  0180
018e  01c0  01c0
01a3  01c0  01c0
01b8  01c0  01c0
01cd  01c0  01c0
01e2  01c0  01c0
01f7  01c0  01c0
020c  03cd  03cd
0221  01c0  01c0
0236  01c0  01c0
024b  0209  0209
0260  0180  0180
0275  0180  0180
028a  01c0  01c0
029f  01c0  01c0
02b4  01c0  01c0
02c9  01c0  01c0
02de  01c0  01c0
02f3  01c0  01c0
0308  0284  0284
031d  01c0  01c0
0332  01c0  01c0
0347  0108  0108
035c  01c0  01c0
0371  0180  0180
0386  01c0  01c0
039b  01c0  01c0
03b0  01c0  01c0
03c5  01c0  01c0
03da  01c0  01c0
03ef  01c0  01c0
0004  0287  0287
0019  01c0  01c0
002e  0347  0347
0043  0188  0188
0058  01c0  01c0
006d  01b0  01b0
0082  0184  0184
0097  01c0  01c0
00ac  01c0  01c0
00c1  01c0  01c0
00d6  01c0  01c0
00eb  01c0  01c0
0100  01c0  01c0
0115  01c0  01c0
012a  030e  030e
013f  01c0  01c0
0154  01c0  01c0
0169  01a1  01a1
017e  0180  0180
0193  01c0  01c0
01a8  01c0  01c0
01bd  01c0  01c0
01d2  01c0  01c0
01e7  01c0  01c0
01fc  01c0  01c0
0211  01c0  01c0
0226  0205  0205
023b  01c0  01c0
0250  0283  0283
0265  0192  0192
027a  0180  0180
028f  01c0  01c0
02a4  01c0  01c0
02b9  01c0  01c0
02ce  01c0  01c0
02e3  01c0  01c0
02f8  01c0  01c0
030d  03cc  03cc
0322  01c0  01c0
0337  01c0  01c0
034c  0208  0208
0361  0180  0180
0376  0180  0180
038b  01c0  01c0
03a0  01c0  01c0
03b5  01c0  01c0
03ca  01c0  01c0
03df  01c0  01c0
03f4  01c0  01c0
0009  038f  038f
001e  01c0  01c0
0033  01c0  01c0
0048  020f  020f
005d  01c0  01c0
0072  0180  0180
0087  01c0  01c0
009c  01c0  01c0
00b1  01c0  01c0
00c6  01c0  01c0
00db  01c0  01c0
00f0  01c0  01c0
0105  0286  0286
011a  01c0  01c0
012f  0388  0388
0144  014a  014a
0159  01c0  01c0
016e  01b5  01b5
0183  01c3  01c3
0198  01c0  01c0
01ad  01c0  01c0
01c2  01c0  01c0
01d7  01c0  01c0
01ec  01c0  01c0
0201  01c0  01c0
0216  01c0  01c0
022b  0309  0309
0240  01c0  01c0
0255  01c0  01c0
026a  01a6  01a6
027f  0180  0180
0294  01c0  01c0
02a9  01c0  01c0
02be  01c0  01c0
02d3  01c0  01c0
02e8  01c0  01c0
02fd  01c0  01c0
0312  01c0  01c0
0327  0184  0184
033c  01c0  01c0
0351  01c0  01c0
0366  0197  0197
037b  0180  0180
0390  01c0  01c0
03a5  01c0  01c0
03ba  01c0  01c0
03cf  01c0  01c0
03e4  01c0  01c0
03f9  01c0  01c0
000e  040b  040b
0023  01c7  01c7
0038  01c0  01c0
004d  028d  028d
0062  0184  0184
0077  0180  0180
008c  01c0  01c0
00a1  01c0  01c0
00b6  01c0  01c0
00cb  01c0  01c0
00e0  01c0  01c0
00f5  01c0  01c0
010a  038a  038a
011f  01c0  01c0
0134  01c0  01c0
0149  020e  020e
015e  01c0  01c0
0173  0180  0180
0188  01c0  01c0
019d  01c0  01c0
01b2  01c0  01c0
01c7  01c0  01c0
01dc  01c0  01c0
01f1  01c0  01c0
0206  0285  0285
021b  01c0  01c0
0230  0385  0385
0245  0149  0149
025a  01c0  01c0
026f  01ba  01ba
0284  0202  0202
0299  01c0  01c0
02ae  01c0  01c0
02c3  01c0  01c0
02d8  01c0  01c0
02ed  01c0  01c0
0302  01c0  01c0
0317  01c0  01c0
032c  030c  030c
0341  01c0  01c0
0356  01c0  01c0
036b  01ab  01ab
0380  01c0  01c0
0395  01c0  01c0
03aa  01c0  01c0
03bf  01c0  01c0
03d4  01c0  01c0
03e9  01c0  01c0
03fe  01c0  01c0
0013  01c0  01c0
0028  02cb  02cb
003d  01c0  01c0
0052  01c0  01c0
0067  0198  0198
007c  0180  0180
0091  01c0  01c0
00a6  01c0  01c0
00bb  01c0  01c0
00d0  01c0  01c0
00e5  01c0  01c0
00fa  01c0  01c0
010f  040a  040a
0124  0186  0186
0139  01c0  01c0
014e  028c  028c
0163  0189  0189
0178  0180  0180
018d  01c0  01c0
01a2  01c0  01c0
01b7  01c0  01c0
01cc  01c0  01c0
01e1  01c0  01c0
01f6  01c0  01c0
020b  0389  0389
0220  01c0  01c0
0235  01c0  01c0
024a  020d  020d
025f  01c0  01c0
0274  0180  0180
0289  01c0  01c0
029e  01c0  01c0
02b3  01c0  01c0
02c8  01c0  01c0
02dd  01c0  01c0
02f2  01c0  01c0
0307  0244  0244
031c  01c0  01c0
0331  01c0  01c0
0346  0109  0109
035b  01c0  01c0
0370  01bf  01bf
0385  01c0  01c0
039a  01c0  01c0
03af  01c0  01c0
03c4  01c0  01c0
03d9  01c0  01c0
03ee  01c0  01c0
0003  0247  0247
0018  01c0  01c0
002d  034b  034b
0042  018b  018b
0057  01c0  01c0
006c  01ac  01ac
0081  0187  0187
0096  01c0  01c0
00ab  01c0  01c0
00c0  01c0  01c0
00d5  01c0  01c0
00ea  01c0  01c0
00ff  01c0  01c0
0114  01c0  01c0
0129  02ca  02ca
013e  01c0  01c0
0153  01c0  01c0
0168  019d  019d
017d  0180  0180
0192  01c0  01c0
01a7  01c0  01c0
01bc  01c0  01c0
01d1  01c0  01c0
01e6  01c0  01c0
01fb  01c0  01c0
0210  0405  0405
0225  01c5  01c5
023a  01c0  01c0
024f  0287  0287
0264  018e  018e
0279  0180  0180
028e  01c0  01c0
02a3  01c0  01c0
02b8  01c0  01c0
02cd  01c0  01c0
02e2  01c0  01c0
02f7  01c0  01c0
030c  0388  0388
0321  01c0  01c0
0336  01c0  01c0
034b  020c  020c
0360  0180  0180
0375  0180  0180
038a  01c0  01c0
039f  01c0  01c0
03b4  01c0  01c0
03c9  01c0  01c0
03de  01c0  01c0
03f3  01c0  01c0
0008  0348  0348
001d  01c0  01c0
0032  01c0  01c0
0047  01c8  01c8
005c  01c0  01c0
0071  0180  0180
0086  01c0  01c0
009b  01c0  01c0
00b0  01c0  01c0
00c5  01c0  01c0
00da  01c0  01c0
00ef  01c0  01c0
0104  0246  0246
0119  01c0  01c0
012e  038b  038b
0143  014c  014c
0158  01c0  01c0
016d  01b1  01b1
0182  0186  0186
0197  01c0  01c0
01ac  01c0  01c0
01c1  01c0  01c0
01d6  01c0  01c0
01eb  01c0  01c0
0200  01c0  01c0
0215  01c0  01c0
022a  030d  030d
023f  01c0  01c0
0254  01c0  01c0
0269  01a2  01a2
027e  0180  0180
0293  01c0  01c0
02a8  01c0  01c0
02bd  01c0  01c0
02d2  01c0  01c0
02e7  01c0  01c0
02fc  01c0  01c0
0311  01c0  01c0
0326  0188  0188
033b  01c0  01c0
0350  0282  0282
0365  0193  0193
037a  0180  0180
038f  01c0  01c0
03a4  01c0  01c0
03b9  01c0  01c0
03ce  01c0  01c0
03e3  01c0  01c0
03f8  01c0  01c0
000d  040f  040f
0022  0187  0187
0037  01c0  01c0
004c  0248  0248
0061  0180  0180
0076  0180  0180
008b  01c0  01c0
00a0  01c0  01c0
00b5  01c0  01c0
00ca  01c0  01c0
00df  01c0  01c0
00f4  01c0  01c0
0109  038e  038e
011e  01c0  01c0
0133  01c0  01c0
0148  01ce  01ce
015d  01c0  01c0
0172  0180  0180
0187  01c0  01c0
019c  01c0  01c0
01b1  01c0  01c0
01c6  01c0  01c0
01db  01c0  01c0
01f0  01c0  01c0
0205  0245  0245
021a  01c0  01c0
022f  038a  038a
0244  014b  014b
0259  01c0  01c0
026e  01b6  01b6
0283  01c2  01c2
0298  01c0  01c0
02ad  01c0  01c0
02c2  01c0  01c0
02d7  01c0  01c0
02ec  01c0  01c0
0301  01c0  01c0
0316  01c0  01c0
032b  02c8  02c8
0340  01c0  01c0
0355  01c0  01c0
036a  01a7  01a7
037f  0180  0180
0394  01c0  01c0
03a9  01c0  01c0
03be  01c0  01c0
03d3  01c0  01c0
03e8  01c0  01c0
03fd  01c0  01c0
0012  01c0  01c0
0027  02cf  02cf
003c  01c0  01c0
0051  01c0  01c0
0066  0194  0194
007b  0180  0180
0090  01c0  01c0
00a5  01c0  01c0
00ba  01c0  01c0
00cf  01c0  01c0
00e4  01c0  01c0
00f9  01c0  01c0
010e  040e  040e
0123  018a  018a
0138  01c0  01c0
014d  0247  0247
0162  0185  0185
0177  0180  0180
018c  01c0  01c0
01a1  01c0  01c0
01b6  01c0  01c0
01cb  01c0  01c0
01e0  01c0  01c0
01f5  01c0  01c0
020a  038d  038d
021f  01c0  01c0
0234  01c0  01c0
0249  01ca  01ca
025e  01c0  01c0
0273  0180  0180
0288  01c0  01c0
029d  01c0  01c0
02b2  01c0  01c0
02c7  01c0  01c0
02dc  01c0  01c0
02f1  01c0  01c0
0306  0204  0204
031b  01c0  01c0
0330  0384  0384
0345  010a  010a
035a  01c0  01c0
036f  01bb  01bb
0384  01c0  01c0
0399  01c0  01c0
03ae  01c0  01c0
03c3  01c0  01c0
03d8  01c0  01c0
03ed  01c0  01c0
0002  0207  0207
0017  01c0  01c0
002c  034f  034f
0041  018f  018f
0056  01c0  01c0
006b  01a8  01a8
0080  0081  0081
0095  01c0  01c0
00aa  01c0  01c0
00bf  01c0  01c0
00d4  01c0  01c0
00e9  01c0  01c0
00fe  01c0  01c0
0113  01c0  01c0
0128  02ce  02ce
013d  01c0  01c0
0152  01c0  01c0
0167  0199  0199
017c  0180  0180
0191  01c0  01c0
01a6  01c0  01c0
01bb  01c0  01c0
01d0  01c0  01c0
01e5  01c0  01c0
01fa  01c0  01c0
020f  0409  0409
0224  0185  0185
0239  01c0  01c0
024e  028b  028b
0263  018a  018a
0278  0180  0180
028d  01c0  01c0
02a2  01c0  01c0
02b7  01c0  01c0
02cc  01c0  01c0
02e1  01c0  01c0
02f6  01c0  01c0
030b  038c  038c
0320  01c0  01c0
0335  01c0  01c0
034a  01cc  01cc
035f  01c0  01c0
0374  0180  0180
0389  01c0  01c0
039e  01c0  01c0
03b3  01c0  01c0
03c8  01c0  01c0
03dd  01c0  01c0
03f2  01c0  01c0
0007  034b  034b
001c  01c0  01c0
0031  01c0  01c0
0046  01c9  01c9
005b  01c0  01c0
0070  01bc  01bc
0085  01c0  01c0
009a  01c0  01c0
00af  01c0  01c0
00c4  01c0  01c0
00d9  01c0  01c0
00ee  01c0  01c0
0103  0206  0206
0118  01c0  01c0
012d  034a  034a
0142  014f  014f
0157  01c0  01c0
016c  01ad  01ad
0181  0041  0041
0196  01c0  01c0
01ab  01c0  01c0
01c0  01c0  01c0
01d5  01c0  01c0
01ea  01c0  01c0
01ff  01c0  01c0
0214  01c0  01c0
0229  02c9  02c9
023e  01c0  01c0
0253  01c0  01c0
0268  019e  019e
027d  0180  0180
0292  01c0  01c0
02a7  01c0  01c0
02bc  01c0  01c0
02d1  01c0  01c0
02e6  01c0  01c0
02fb  01c0  01c0
0310  0408  0408
0325  0146  0146
033a  01c0  01c0
034f  0286  0286
0364  018f  018f
0379  0180  0180
038e  01c0  01c0
03a3  01c0  01c0
03b8  01c0  01c0
03cd  01c0  01c0
03e2  01c0  01c0
03f7  01c0  01c0
000c  03cb  03cb
0021  018b  018b
0036  01c0  01c0
004b  024b  024b
0060  0183  0183
0075  0180  0180
008a  01c0  01c0
009f  01c0  01c0
00b4  01c0  01c0
00c9  01c0  01c0
00de  01c0  01c0
00f3  01c0  01c0
0108  034a  034a
011d  01c0  01c0
0132  01c0  01c0
0147  018a  018a
015c  01c0  01c0
0171  0180  0180
0186  01c0  01c0
019b  01c0  01c0
01b0  01c0  01c0
01c5  01c0  01c0
01da  01c0  01c0
01ef  01c0  01c0
0204  0205  0205
0219  01c0  01c0
022e  0346  0346
0243  014e  014e
0258  01c0  01c0
026d  01b2  01b2
0282  00c1  00c1
0297  01c0  01c0
02ac  01c0  01c0
